;userID;ISBN;bookRating
59857;101606;1840240903;8
64668;132836;1585920797;9
55276;82831;1564401596;9
56538;88733;042516358X;9
53664;75081;073520361X;9
58488;98391;050552600X;9
32508;19664;067162220X;8
33025;20254;1560254742;10
61723;112071;2894296975;6
39137;129358;067173783X;10
45841;113030;078688200X;10
63155;123883;1578561132;5
13292;75591;014131088X;7
41132;92650;044021646X;6
66502;148258;1577310241;8
13633;1435;1932270329;6
41471;61028;1575665352;8
10637;38703;044023574X;7
28733;93047;1550546163;8
40967;33826;1569245630;10
23254;43246;1551665301;9
55381;83109;2760922154;7
52873;70415;1561380377;10
53406;117609;1551666472;8
51029;61242;188895230X;7
54029;127171;1562827693;5
10710;26694;155874262X;7
31256;16795;1878424114;9
17520;110168;1401300901;6
24447;104469;051513595X;8
5133;58414;1558745157;8
12129;108243;067144378X;8
45103;41084;078972829X;8
6733;278188;1551665220;7
10874;105517;1558747109;9
51558;64440;097033558X;6
24834;97874;078710339X;7
42934;109574;1573227218;10
11204;16795;051510521X;9
17309;138844;038079487X;5
19843;88733;188712876X;9
17379;110558;1573226521;7
25067;30085;051511264X;5
29990;16517;068801111X;8
8401;16835;044021145X;3
17122;98391;034544356X;10
2575;143415;067941388X;5
5948;6242;068484477X;8
1201;144134;1558743669;9
23802;81889;1570621608;9
34555;36299;038079005X;7
21443;7158;031213150X;8
56053;87141;1565922972;7
44979;143415;039914868X;7
58648;98391;1553165594;9
35013;32802;1551669323;4
17401;81249;1573228214;9
52729;69749;037571894X;9
27518;48355;1569310491;8
45144;117668;073850968X;10
6884;73044;014025448X;6
20260;26371;039915079X;8
61241;109649;006097723X;8
10849;150316;1558745718;5
9888;30985;1559029838;4
4317;30994;067976402X;10
66596;148806;1586482475;7
38352;39406;1567310079;10
19414;98391;045120834X;9
66808;150968;1892041308;7
8382;8245;044021145X;9
59933;101851;1555604021;10
23310;30295;1588720020;8
25744;124048;006103018X;5
29050;21576;1565123638;6
48272;106816;089043753X;3
35097;41364;067942718X;9
35420;86792;1570426449;8
58189;97099;2253023493;8
30785;16795;068813128X;7
57359;93183;1560768258;8
20110;99455;037570485X;7
15011;11924;1558744630;3
22315;7346;1575667347;5
53570;140267;1571743812;5
38171;136382;030721589X;5
27513;87141;1568304706;7
52117;68468;1568581297;3
16777;14422;1583486259;7
39922;31556;1853913057;7
1668;48213;037541309X;7
16864;3569;156512104X;9
15229;37712;140003065X;9
55406;101731;155110752X;6
32283;19217;1566491231;5
62246;114868;1840460741;8
28410;48579;1853260207;10
44714;40029;2070370437;7
58350;98391;031226996X;8
20366;13273;015100692X;9
66548;148744;037576108X;9
29660;16005;093019344X;10
45589;92511;1582341508;8
64924;135265;037351218X;8
55092;81611;1572930020;10
38775;30276;078690724X;7
39694;84479;067173685X;10
5827;15459;044022103X;7
7165;115707;039592720X;8
17189;23872;1551662906;6
16935;113519;068487217X;9
33751;21370;068983375X;10
2864;122867;1400031354;10
24105;58964;1592400876;8
65481;139359;038548982X;5
3165;39281;156865037X;8
2860;110934;1400031354;9
58111;96448;1567315437;7
6242;278156;006107635X;5
6416;72990;059035342X;8
43522;148258;1882591151;7
63665;127114;037570129X;10
6315;11916;059035342X;7
47103;49403;075730138X;7
59483;99268;1883929083;10
54194;76628;1582291004;10
22622;7915;038072362X;9
5401;278007;034543479X;8
4892;97587;051513628X;9
56129;87257;078949647X;10
45057;49889;1562477862;8
26098;104211;038531700X;9
60105;102359;1891279025;10
4517;137589;067976402X;8
24044;141493;059098182X;10
30727;44893;067168390X;9
48822;98391;1551666693;9
283;73394;055310666X;8
33359;52614;074322454X;10
57188;93047;1561631523;9
53806;75842;1565121627;9
54205;114016;192975213X;9
40923;42323;1576736202;9
50915;60337;096682590X;7
64665;132836;1565117964;10
19675;16795;1555910807;8
37817;28591;1551663007;1
1485;67187;044023722X;8
27094;62716;044098761X;10
27602;33580;1591822416;7
49012;55187;096506476X;8
11267;62542;1551667894;10
46370;78670;1890208299;7
35818;25601;1580400035;7
17166;3827;158005059X;10
9403;62958;067172262X;10
58818;98391;1590581091;10
16005;40914;037325024X;7
59813;101209;1577192761;10
54899;81015;1560766859;10
13948;51883;1551666189;10
57958;141127;069401284X;10
49740;88229;1557045267;10
10406;77860;1931561648;9
25895;103251;1552781542;3
54152;76499;1566627664;10
52114;68436;067181415X;8
6201;106225;1551666839;7
33662;119575;1558749780;9
62699;119199;1569471037;6
47261;50152;1401083129;10
55197;82407;1563920646;8
26440;120588;1572972939;8
12847;56630;014016930X;9
51594;85656;1584855215;9
22484;81370;044155279X;5
36323;85757;1568582161;9
59841;101517;1858283817;5
64658;132836;1559941987;7
58498;98391;055380135X;9
60922;107784;006017319X;3
59535;99630;2831571715;8
47542;51386;B0000523SY;10
53116;106816;1883013607;7
36828;134932;1573227978;6
64643;132663;1888363975;10
47846;51883;1551666413;7
29299;115998;044024126X;8
11597;48046;1573225126;6
41814;35859;038530224X;10
27774;74689;1887317015;8
13388;8067;038533656X;10
62004;113944;1572972084;7
29716;68465;038073320X;6
23704;8454;1841953814;8
51289;62689;080213016X;6
55927;86720;1840241128;7
32350;128122;1578561256;8
4368;57291;067976402X;7
5092;106007;1853260282;7
54182;138437;9684111819;7
114;136439;038550120X;5
14079;6251;156402976X;10
17747;86567;006019541X;7
21569;79977;067942525X;9
45462;42718;055380121X;9
42933;109461;1573227218;8
41464;141089;080504695X;7
15395;2891;1886039224;6
4594;843;006019491X;8
31683;43986;034543448X;7
40818;33546;1413425496;10
52542;69355;1881830365;7
17466;143939;068480087X;6
40856;54898;1567187196;8
3103;117873;1400060265;7
40756;33254;1410732010;10
24548;88249;038531177X;9
27772;27617;1887317015;9
41751;76512;031286437X;7
55244;82831;038530451X;8
14236;122086;067170463X;8
26487;104808;1841950955;2
65261;138138;031222687X;9
27596;12824;1591822408;9
32981;20201;1560761156;8
11518;93047;006101351X;8
36546;26543;1581341628;5
21735;75591;006091307X;8
51500;107784;067100395X;5
31513;135919;055309596X;1
29046;14744;082177557X;6
56793;90731;055326981x;8
20038;36715;1853260010;10
61379;110884;1853262366;9
45227;41646;1557833141;8
16212;88793;1400032644;8
45951;43830;9748912345;8
9306;16795;059056885X;5
1627;138390;044023722X;9
10786;138382;155874262X;8
55278;82831;1571515933;8
34919;23872;078942522X;9
59692;100906;1564783049;9
33756;96511;156025405X;10
9908;54652;1559029838;7
17023;118320;067088300X;7
29546;103251;033035034X;8
29841;75215;1580628362;10
8927;10314;055327824X;3
8199;111933;042513525X;7
42344;94474;1576751031;9
39161;36907;1841952753;8
47010;132846;037326299X;10
27459;140555;1852305606;9
40785;33383;1583220208;9
17158;140698;038533303X;9
62939;121865;1550546910;8
33292;42914;042516246X;4
20155;138397;140004538X;10
30781;101606;068810312X;5
31841;17667;1891830198;8
9131;82497;055357230X;8
15313;95250;1400032717;10
66339;147492;1564403750;7
62122;114368;082171922X;5
35124;34243;1575664461;5
56688;98391;039915132X;10
12372;117553;080411868X;8
15897;65258;006098824X;7
29836;16113;1573228710;8
14241;102571;068486780X;5
57803;94974;096663666X;9
49014;55187;1558748946;5
44435;105925;1558851070;8
18757;23872;1573220922;10
5513;59172;1551667517;8
53518;74026;076534775X;8
53611;87141;1565922573;8
45255;101606;1551431335;7
39833;31556;044914688X;5
29988;145538;076790284X;8
66472;148199;1854591983;7
28101;70931;037325055X;8
25236;11179;1573222267;6
17252;52584;038079487X;9
66528;148348;2012100228;8
1143;77702;1558743669;9
33759;28548;1558742913;8
57691;94923;038506098X;5
40689;32773;1578590426;9
34623;105262;067172701X;8
42191;35859;1559123427;7
7487;134884;006016848X;8
20106;60042;037570485X;8
41536;129238;1568654073;7
37253;82431;039914112X;5
42611;36299;1580625258;7
20389;67547;015100692X;9
58307;98263;1896951015;7
35803;25601;1560440597;7
53692;117301;044023512x;6
12810;83046;055321313X;10
40813;33480;1582614830;8
9521;30898;080410526X;8
25676;112953;1573228583;10
20487;113030;034536676X;10
11951;26598;038549825X;8
31932;18016;042515047X;9
12881;27141;038001503X;10
11609;127113;1573225126;2
57485;93629;9501500713;7
11879;62621;1573225789;9
23266;119517;1551665301;8
58545;98391;077832074X;10
43580;36907;1568582307;8
66651;149711;042512780X;7
53650;98741;1842550535;6
59100;98686;087722417X;4
30;276744;038550120X;7
58709;98391;1575668408;9
59553;99911;037570633X;8
59777;101209;056355147X;10
5476;52912;038533558X;9
60393;104429;1575621487;10
25811;11242;1582340110;5
39734;136306;1565075331;5
21561;42914;067942525X;6
39393;31094;067172763X;6
12876;805;038001503X;10
41127;34296;1856979490;4
6124;148744;068484477X;8
66239;146175;1572592079;7
63273;124096;1890132942;7
50246;58911;1556780648;5
45585;43021;1889809039;9
49074;55438;076422851X;10
65426;138883;1556615108;10
41446;150124;1578562813;9
62281;140555;087596964X;10
47974;52044;071483940X;10
23024;144531;1551669498;8
1946;148898;038550926X;10
62509;116609;1929982011;9
14515;125583;1550223968;9
25390;121167;034540727X;10
53953;100459;055357874X;7
28518;53365;006018650X;8
29269;23588;044023719X;7
55057;81509;1570649502;5
41563;35857;034544017X;8
20604;66917;038572179X;8
57350;93114;193151447X;8
37430;27875;084310676X;10
58663;98391;1569473447;10
58747;98391;1579549020;9
32158;18672;081258919X;2
38974;30533;157270098X;8
38991;105937;1593080263;7
25525;139827;051513449X;5
29721;140255;038073320X;8
12902;145806;038001503X;9
50362;59269;1570540535;8
56576;88733;1562828444;9
58233;97754;1580630340;8
4980;57880;034540288X;9
14958;94347;1566840287;5
1597;125519;044023722X;8
36428;98391;050552547X;5
33545;21252;039484825X;8
27808;127233;1887317155;7
34446;113248;1551668866;2
54553;115120;1566470722;7
24788;113904;051512558X;9
55448;101620;068984607X;10
10748;79523;155874262X;8
15841;3282;1579542085;9
43886;37712;031274501X;9
8939;132171;055327824X;10
12488;62968;038529929X;7
66333;147400;1572302062;6
66951;152496;1931498008;8
48927;54997;3551551677;8
21319;81477;076791404X;2
47556;51440;1565117573;9
51705;65377;1559945907;10
4093;8454;076790592X;8
16963;113961;1563841134;7
47462;50859;1564146472;7
10322;12154;1576737330;6
55002;81492;084871024X;5
18224;55892;061810450X;9
11954;505;042517736X;7
17431;33004;1885211279;10
56025;87141;1564132617;7
29822;95006;1573229083;9
51518;64241;1567312748;8
65255;138097;1862042543;6
14467;81121;055329461X;7
34487;28782;1582343926;6
62937;121845;003060043X;7
66521;148263;025321162X;8
14095;4225;1573229326;5
21662;114368;155166416X;5
57964;95556;1555582036;5
9186;124259;055357258X;6
14419;37227;080411935X;8
11765;54884;068484267X;10
49702;56779;074340582X;5
50941;60392;1569472807;7
28298;13594;159264029X;5
45256;41757;1551539950;8
16735;71884;1591450055;8
22455;110934;055321246X;7
15047;125217;1558744630;8
2637;43246;080410753X;7
43045;36609;1401300464;7
30700;92810;067101675X;8
18132;99146;031242227X;9
34844;23768;1885222599;7
6460;97945;059035342X;9
25822;102647;044100914X;10
51196;62009;1883642019;8
59883;143175;1587883279;7
31734;17190;1878685236;10
40765;33283;055356577X;5
61738;112083;1591823331;10
44470;105536;1593080255;9
22366;34588;068419337X;9
17668;91113;1551668653;7
19576;150979;080411109X;8
30091;81597;039913039X;9
62416;115929;1557737436;9
64136;129187;1570610185;7
66014;143964;081490890X;10
60119;102571;1551431408;5
58824;98391;1590710231;10
60019;101851;1862045909;9
29537;15670;006447335X;9
24028;10560;055356983X;9
55965;87141;031214329X;8
32554;98391;038081546X;8
51881;67351;1878702335;5
9522;31556;080410526X;8
13702;59172;067169071X;10
50918;60337;1555833810;8
46215;88840;006019409X;5
35005;25409;078688861X;9
15974;14521;034531221X;5
9135;95316;055357230X;5
29881;142713;1931847010;8
8059;54589;038097391X;5
36337;26516;1857999479;10
66237;146175;1558213864;7
46758;47982;1558686401;8
27631;130157;1591823935;6
55949;86947;067473906X;10
31717;98391;1551666480;8
50860;64440;087923556X;5
58475;98391;044661131X;8
21426;34539;006053429X;8
47380;97754;1895897572;6
56613;88733;1880032074;10
3003;89602;1400034779;8
16492;37512;1558746463;5
49850;88767;1558215492;9
49132;55490;1869893069;9
17468;3983;156955028X;6
32358;19375;1588517314;10
59446;98930;1563973723;5
51894;67403;1901983307;8
64633;132663;1553120221;8
48995;103209;089375997X;10
55523;84111;2265055700;5
33364;124704;074322454X;10
32279;131657;1551667940;7
46107;44728;082460220X;10
58803;98391;1590580680;10
31355;38023;038075889X;6
58722;98391;157566920X;9
51983;149934;1567312667;5
27284;32627;1401088945;3
2053;110660;002542730X;7
2958;48494;1400034779;10
37272;27472;1573227374;5
54859;80704;014038555X;2
24770;143175;1578155584;9
36105;25981;1855940027;5
6127;151098;068484477X;7
58108;96448;081673027X;9
62905;145003;185984457X;7
24331;8955;1567313590;6
46846;65192;006105481X;7
13524;1262;1593160127;10
3113;143175;1551664968;5
58910;98391;1594141487;10
54197;76741;000648199X;6
31895;17859;1583330704;5
35712;25409;1586482009;9
35658;98391;042519129X;10
32316;131594;039914286X;10
60527;105128;1561381446;8
3683;104636;1558744150;5
22865;21404;1878424424;6
24534;59003;055314300X;6
18691;104636;067100767X;8
19212;37950;1550541129;7
52034;76499;087011364X;10
36521;26535;1556613628;5
18142;112001;031242227X;9
41528;111947;084394580X;8
388;60583;059030271X;8
19256;6242;1895411416;7
2987;75149;1400034779;6
35594;65817;055327211X;10
58654;98391;1565122658;9
16387;93092;1558743316;10
3436;97381;044022165X;8
35313;102232;1581821875;9
58935;98391;1594142394;8
46036;98391;1551668386;9
14482;116948;055357549X;8
51243;62401;037348478X;8
53841;76039;1558491678;10
31632;17003;055334949X;10
26101;112001;038531700X;10
3755;277574;1885403003;10
17344;109403;031205436X;6
34537;110934;034540047X;8
46315;45757;1559705205;6
56064;87141;1565924266;8
13892;49289;038082101X;8
21411;131046;006001203X;6
35428;82831;157082262X;9
58838;98391;1591295041;9
58527;98391;075820485X;10
23611;116521;042518109X;7
66430;148067;078510898X;8
62015;113955;1570540810;8
7529;54512;006109921X;8
34953;85256;1564762440;5
35834;25601;1884224059;10
43018;42694;074324642X;8
47263;50157;1892145022;9
46782;55187;014130636X;9
30396;81279;1853262447;1
17238;29855;038079487X;8
46307;67840;1400049490;10
65580;140069;1563410729;6
13493;76637;089480829X;7
55705;85656;037360078X;9
59945;104098;1564580636;9
11790;90646;068484267X;7
47314;62891;1582343764;7
38750;30276;037322690X;8
54566;78834;158240206X;10
58984;98391;1892343215;10
32053;18299;158234146X;6
746;27704;067102423X;9
38942;149880;067160371X;6
2832;58342;1400031354;9
19809;23768;1574780255;7
37038;26902;1565040880;6
50043;57354;1573441155;10
47097;49282;1577312333;9
59773;101209;044011392X;5
39646;43006;044100069X;9
55102;81763;044653174X;5
50958;60569;051750572X;9
31589;16966;1896182178;9
6601;28139;042510107X;3
291;130474;055310666X;8
11527;99025;006101351X;5
50643;60244;067166249X;9
57545;94347;097163386X;5
4826;13552;051512317X;7
58119;96448;1853265713;8
48071;52199;1572151951;9
13781;1733;037383232X;9
32747;128835;059044431X;7
42021;100906;074343434X;5
59526;99630;076519306X;5
47702;135149;1586601245;5
57984;95903;068802579X;9
16652;134948;1573221260;3
57542;94347;076110884X;6
62058;113983;1565300084;10
22230;14808;075820230X;9
62621;117861;1582971862;7
55685;85526;1590400364;3
59574;100074;1401352030;5
26167;84201;044166251X;10
41461;80071;080504695X;8
64341;129851;1561383872;8
54360;77902;1555831745;8
35694;42178;1570716870;9
65542;139835;1887178767;7
43940;37950;000648302X;9
22962;98547;082176845X;7
36953;26611;067170706X;6
52116;68436;1559352310;8
34587;129716;039458581X;9
32628;64946;014200023X;7
8674;69252;044022473X;6
4045;12194;087542127X;7
38663;30176;015202610X;8
273;276788;055310666X;10
58598;98391;1410762114;9
26808;49154;1558531211;5
2794;6115;1400031354;10
63594;126814;1582340641;5
2810;25966;1400031354;8
34147;95250;1878448900;8
64109;129074;088150193X;7
50248;58911;1558747710;5
15339;15510;1573222453;9
36988;148199;1931009015;10
12418;834;1558747346;5
4370;57726;067976402X;5
6397;58342;059035342X;10
11739;14422;068484267X;5
47121;76530;1400060761;8
62428;116073;1890009814;9
7649;27875;030713184X;8
31315;136439;157673661X;7
35862;25630;1575841711;10
51919;67543;1883929296;10
3999;277662;051510566X;5
53176;72028;1560793945;5
9899;43359;1559029838;10
801;113334;067102423X;7
64285;129716;1401089577;10
24056;47929;082175856X;5
2133;115572;006440188X;10
39274;117132;044661209X;7
37289;98391;037371081X;8
43934;37929;055315687X;5
36856;26557;075966661X;10
20550;143175;038071843X;6
16111;76351;060980619X;10
41428;112979;1577940261;7
12820;101209;055321313X;8
14794;2731;1888604182;3
66754;150124;1576730948;10
36780;147965;1551669390;8
55967;87141;034537410X;8
47903;55492;1562450891;8
50133;58363;068566158X;5
51868;67044;2070368084;3
8320;98391;042518630X;9
59786;151098;082174562X;10
65017;135768;1884956327;8
58772;98391;1590521420;9
34144;64743;1878448900;7
52338;69078;067172570X;8
22165;7346;055357857X;7
35468;146386;050552208X;10
58228;97750;1586420518;9
27232;12538;068801075X;5
721;91553;074320607X;6
24193;123883;006108185X;5
62041;113983;1556159005;9
43202;69078;006090349X;7
9180;95359;055357258X;7
48816;70415;1561640913;9
20720;78719;067972754X;6
43812;37493;1559722673;8
37929;130275;078601086X;5
17042;25981;1551668912;5
42333;39281;1575667282;5
56078;87141;1565926412;9
64023;128543;1852306203;4
44600;133571;1558532455;8
56077;87141;1565926382;7
29919;110459;155166674X;9
58528;98391;075820681X;9
3301;127637;042516098X;8
17387;148145;1573226521;4
15538;128119;044652087X;7
58923;98391;1594141983;10
56730;89870;1853755427;6
50215;58724;8495501252;7
55767;85820;1410706575;10
15139;58482;1573247022;10
5261;59269;044651652X;6
6147;8066;140003180X;7
13231;60011;037570504X;8
66544;148712;1878448528;6
52346;76499;081120118X;5
61013;108016;1586084534;10
44685;56447;1404333045;7
8554;109727;044021145X;8
46969;75119;006017322X;10
28327;13850;1558530185;9
4640;126360;006019491X;7
57805;95010;014045036X;7
64816;134986;1410793680;5
59983;101851;1565044002;10
38504;29915;1577487273;7
15233;42180;140003065X;8
60346;104163;067083095X;9
58185;97099;2080709046;10
51145;61854;030703979X;10
40515;32516;1580620477;10
44905;152409;158234082X;9
14586;78553;044106857X;10
44311;38660;006440613X;8
38039;28938;037575556X;10
25733;129716;067154683X;10
13566;138867;034543076X;8
54264;77036;075281740X;7
30735;60412;067168390X;10
50978;60707;006440689X;7
58251;97874;1572243058;7
48494;52917;074560448X;5
40658;32773;1401014089;10
23128;73363;006109868X;8
36532;26535;1575667916;5
17390;13642;1573228214;9
26092;70984;038531700X;10
47838;51883;1551660423;5
32712;20060;015668568X;10
3587;60244;014038572X;6
31149;16795;1563978679;5
7228;278346;051513287X;6
58243;97874;042518496X;10
59524;99517;092008091X;8
52299;100017;1853261041;9
50088;66523;1569472424;8
12576;707;039457513X;5
4705;97754;038542471X;6
36377;26535;037327081X;8
39514;33200;044651697X;2
30603;121316;042519471X;10
42845;110990;1551666537;10
44565;39514;1401079539;10
18693;110440;067100767X;6
21056;6766;038080025X;6
57506;93872;1573241377;6
32163;18746;1586605534;8
17465;142661;068480087X;9
62027;113983;067150469X;1
50062;57713;156032869X;5
55471;83637;1886230498;8
45491;42718;1879431068;10
9902;49265;1559029838;4
13421;1184;034536628X;7
38350;29727;039458211X;7
32264;19145;1880985322;6
52858;70379;029595289X;7
53013;70999;067158037X;10
24036;115537;055356983X;10
31627;23872;1883642388;5
22280;128135;1573225312;5
3186;277427;1576739597;7
33506;21117;1568840489;8
22721;93047;1853265535;8
48667;84627;1565847032;9
49448;55849;2070382753;6
51645;65130;1555520294;8
6463;99720;059035342X;9
48768;110919;031286874X;5
40694;106595;1579544355;6
45240;99899;1591292700;8
53537;74189;1591820723;10
47709;98391;045121076X;10
45751;123468;1857026691;9
44958;40889;1892141019;8
50493;104399;1569714509;10
41107;33980;006029471X;7
28545;14422;014010870X;7
7839;114444;034538475X;7
6313;10560;059035342X;10
53824;94347;1557040206;5
43923;85616;1557831793;5
23619;13173;044022330X;4
47666;51526;014036711X;7
10420;143415;1931561648;9
30170;101035;1400031699;7
30521;16795;037326352X;5
2473;121083;044011585X;7
8935;69078;055327824X;9
41742;35859;030710026X;9
6433;81492;059035342X;9
34994;23872;1887166734;8
44803;145131;1551668017;8
4639;124946;006019491X;7
10947;86336;1558531025;8
52776;76168;1564020444;8
46267;45435;1565120841;6
35494;134797;1551666898;9
59715;100906;158586059X;8
10450;130940;048627263X;9
52896;70464;1891575139;10
38482;148898;1556619340;10
45268;41765;1878086952;9
21312;25103;076791404X;8
17358;3917;1570625190;8
14702;2339;055328424X;6
54073;76499;006440336X;10
62657;118543;1555861016;5
26887;127045;067086014X;7
60418;104588;1558748164;8
40182;57290;1560252758;5
45983;43925;067088006X;5
33339;113533;055356823X;8
11377;68561;067103619X;7
66003;143781;088207704X;5
1055;35998;055326611X;7
9610;140223;080410526X;8
7137;56676;039592720X;8
59976;101851;1565042115;7
4864;2033;051513628X;6
45898;43714;1570971544;10
54427;78722;068982193X;5
55736;85757;074353364X;7
63115;123608;1558533389;7
36379;88677;037327081X;8
55803;85993;1587670380;8
44679;77480;006108171X;7
57471;140555;051726188X;8
11867;43925;1573225789;5
1068;115435;055326611X;8
30407;127914;006000150X;10
24441;50205;051513595X;8
3043;113270;1400034779;8
65453;138894;059519222X;8
28208;107784;055328990X;5
47446;50858;1404100016;10
18538;144899;037540256X;8
22843;100815;1573229377;8
61274;110110;1851682589;6
56066;87141;1565924908;7
15940;60287;006621016X;6
65023;135778;1582972400;6
23119;55187;006109868X;8
51534;64249;1402202733;1
53343;134776;038081255X;8
11004;63663;087113375X;7
21363;93047;1902852427;7
60619;123608;1881527573;5
14501;2179;1931836876;9
36249;26516;026379850X;10
5983;34534;068484477X;8
23546;127359;155166951X;7
22463;7620;051759675X;7
23714;8473;1551110652;9
25308;10354;1586648950;7
49953;57002;1886910537;9
28665;17003;1573225541;8
11001;96448;1569871213;5
56263;130571;044651280X;9
45741;130396;1579122175;10
56998;92652;1556155875;5
62781;120082;1896332005;7
15098;151303;1573222623;7
11025;16795;051513290X;8
11633;107431;014023828X;7
17272;90075;038079487X;6
56075;87141;1565925653;8
28026;13387;1561451010;8
8752;95043;044661095X;8
31079;114368;1551668947;5
62490;116391;1902636163;10
55456;83637;087605193X;8
13888;41383;038082101X;5
975;11065;042511774X;6
66679;149907;1564782530;10
66933;152435;006097382X;5
39904;31556;1570643059;8
24066;8782;1571454942;10
18767;5582;015696158X;5
31091;69697;155166903X;8
53795;75787;1582970254;5
3784;113435;1400031346;6
19751;114847;1573221937;4
28149;13552;051511992X;7
42366;136348;1585674818;7
35798;95359;1401300553;9
32831;81609;1561483397;8
55537;84201;1885071337;10
52728;69731;1896184014;7
66470;148199;1853266744;9
586;277107;1585861553;4
6038;80323;068484477X;8
36972;26621;1555912400;6
63247;124078;1567181767;8
28186;123883;051511992X;5
44768;40415;1891971077;9
25300;10354;1562199455;7
45211;63483;156924748X;7
8685;127245;044022473X;8
51614;64946;1556522843;7
65782;142524;087596883X;9
54736;79697;1561708445;5
52187;68663;074346270X;3
20783;145711;082177462X;6
53833;82831;1858545609;8
8004;27169;037382503X;8
9867;278418;155882068X;5
30799;85409;074322650X;7
59488;99312;079357336X;10
42676;76499;015611870X;1
30223;128835;1565840003;8
7247;26143;051513287X;6
22641;92810;067167739X;6
10753;87964;155874262X;5
20283;6563;1402511787;8
19147;31556;044020352X;8
57437;93364;1564586499;7
2821;37974;1400031354;10
10305;278422;8817853712;10
53717;75405;039454286X;8
21607;22504;1400042070;6
980;16488;042511774X;8
7531;63507;006109921X;7
55639;85426;1567188249;5
41725;95359;009925672X;9
40775;33319;1567186904;9
51927;67547;031219532X;10
28787;68555;034532532X;7
50280;59160;1560796294;9
31077;104143;1551668947;7
20610;78841;038572179X;7
56448;88229;1859674313;8
58817;98391;1590581040;9
124;151819;038550120X;4
66853;151589;055323725X;10
62845;120828;1580050352;6
52954;70594;1550415328;10
24794;9613;068985918X;9
55479;83730;1564580857;7
10676;31268;097162397X;10
24925;9899;1551668084;10
30817;16795;082340952X;6
7389;98391;155166898X;8
62273;115003;031218042X;7
11960;4556;042517736X;8
48951;55075;006016056X;8
12664;50972;038533334X;6
47710;51687;067121781X;6
43191;36824;188836369X;1
48564;152582;006100717X;7
35311;24838;1566563496;8
61646;150959;1565970446;7
29654;19549;1931391947;8
4131;60707;055323370X;8
61212;109574;081461311X;10
56677;89290;013316456X;10
6531;138777;059035342X;9
321;276862;1569312435;9
4815;136011;055328942X;3
45838;60244;078688200X;6
34763;31826;1570820872;10
23271;134797;1551665301;7
31863;102702;084394952X;10
10728;44845;155874262X;9
2895;1075;1400034779;5
27097;88733;044098761X;10
42654;136252;1576738582;9
41540;35843;1576300293;6
19339;89602;015602943X;8
3161;123981;1565120310;7
41045;33974;088419308X;9
965;144151;037582233X;9
37200;89307;037376569X;9
44232;38273;1884364411;5
22226;35859;067174142X;7
22261;49889;089919513X;5
14694;112412;1878067745;10
2554;144241;067170561X;7
41937;96448;059043568X;5
58406;98391;031298281X;8
45168;41351;1557736863;6
32251;95359;156858217X;8
58672;98391;1570722099;9
5431;101876;034543479X;8
34356;23571;074340727X;9
11918;129204;1573225789;8
16099;40172;060980619X;5
24362;64946;074322423X;3
60374;104399;1887654429;10
3313;146279;042516098X;8
60011;101851;1579651143;10
60892;107453;096664591X;10
49222;66091;082031661X;9
24485;9227;039914417X;7
23071;146113;1575667223;8
65072;136139;1565936973;7
54705;79441;087909754x;7
47970;115506;048626873X;8
12268;122801;193156146X;9
54598;78846;1582342849;7
36424;98391;050552466X;8
3812;38559;1576733971;9
15073;27304;1558746161;10
12180;133246;1400077826;6
1093;28177;1558743669;9
61620;136930;1570717567;9
26160;49553;044166251X;9
25773;11224;039303853X;5
10689;7346;155874262X;7
23756;16634;067082982X;8
1136;70379;1558743669;10
52325;142479;038509423X;8
58960;98391;1890208825;9
43992;77922;1550171984;4
11432;26025;006101351X;10
65712;142005;096620154X;5
18108;60823;031242227X;5
52373;69078;1582343349;9
10520;59457;014028009X;8
20887;150890;1573220485;8
11586;151608;006101351X;4
64266;129677;1576737071;7
61769;112093;1567189504;8
19858;120598;031021758X;5
48987;55180;034535947X;6
31910;17926;1573060534;10
30626;66680;044651974X;6
14996;2766;1576737284;9
39555;70183;078760156X;9
30061;132173;031242129X;7
52218;68893;1411605020;10
51833;66764;1567611745;5
38308;29419;1555130879;4
14798;35859;014027684X;7
26170;132541;044166251X;8
18872;98391;1551669285;9
8434;30994;044021145X;10
27248;36256;084233226X;9
48761;149366;039914062X;8
29534;49889;006441034X;9
5127;46398;1558745157;5
18842;107021;1551668637;7
53291;73127;1879181517;10
17695;8681;014043187X;8
47795;51883;037344172X;10
6074;110973;068484477X;8
17501;30533;1400061598;9
50466;59909;1563841908;10
30496;65584;037322687X;7
1132;66878;1558743669;7
45660;144945;044990864X;5
64500;131027;1591822521;10
23428;98391;050552533X;8
20782;135965;082177462X;5
30075;16634;038523502X;7
46660;110440;059042520X;6
3520;150979;044022165X;7
20013;6492;1550130684;3
39563;31315;087857672X;7
13441;85757;031231616X;9
13715;138045;067169071X;9
33116;20561;037324472X;5
32086;18366;037542167X;8
22359;105968;051513225X;5
46284;115120;006008460X;8
8571;116740;044021145X;8
54134;76499;1557830665;5
11040;125880;051513290X;7
51658;65238;1592910092;7
20381;42093;015100692X;9
65269;138220;067945232X;9
50960;60569;1550379828;4
36411;36299;044921737X;8
66805;150968;1577193555;8
52152;68555;1561483303;9
39483;88631;034542333X;5
53739;75486;156389517X;7
32447;98391;1551667363;10
6762;8936;1551668181;10
5458;16231;1551669110;8
27503;12824;082302377X;10
12495;94583;038529929X;8
36308;88677;1551665484;7
66496;148258;1561700940;10
